0.00  0.00  97.7 415.8
0.01  0.00 329.0 497.3
0.02  0.00 561.3 582.5
0.02  0.01 646.4 343.6
0.01  0.01 413.1 261.4
0.00  0.01 181.3 178.1
0.00 -0.01  10.5 642.9
0.01 -0.01 243.3 722.3
0.02 -0.01 475.3 808.4 
