0.0 0.0 1043.9 683.3
0.02 0.0 1214.91 682.0
0.02 -0.02 1213.6 511.4
0.02 -0.05 1212.5 255.5
0.0 -0.05 1043.3 257.3
-0.02 -0.05 871.8 257.8
-0.02 -0.02 874.7 513.3 
-0.02 0.0 875.0 684.2
0.0 -0.02 1044.7 512.2
